Order Date,Sales,lag_1,lag_7,rolling_mean,year,month,day,dayofweek
2014-01-11,9.94,54.83,16.448,701.024,2014,1,11,5
2014-01-13,3553.795,9.94,288.06,1167.5575714285715,2014,1,13,0
2014-01-14,61.96,3553.795,19.536,1173.618142857143,2014,1,14,1
2014-01-15,149.95,61.96,4407.1,565.4538571428571,2014,1,15,2
2014-01-16,299.964,149.95,87.15799999999999,595.8547142857143,2014,1,16,3
2014-01-18,64.864,299.964,40.544,599.3290000000001,2014,1,18,5
2014-01-19,378.594,64.864,54.83,645.5810000000001,2014,1,19,6
2014-01-20,2673.87,378.594,9.94,1026.1424285714286,2014,1,20,0
2014-01-21,25.248,2673.87,3553.795,522.0642857142857,2014,1,21,1
2014-01-23,46.019999999999996,25.248,61.96,519.7871428571428,2014,1,23,3
2014-01-26,1097.25,46.019999999999996,149.95,655.1157142857143,2014,1,26,6
2014-01-27,426.67,1097.25,299.964,673.2165714285713,2014,1,27,0
2014-01-28,3.928,426.67,64.864,664.5114285714286,2014,1,28,1
2014-01-30,240.5,3.928,378.594,644.7837142857143,2014,1,30,3
2014-01-31,290.666,240.5,2673.87,304.326,2014,1,31,4
2014-02-01,468.9,290.666,25.248,367.7048571428572,2014,2,1,5
2014-02-02,211.64600000000002,468.9,46.019999999999996,391.36571428571426,2014,2,2,6
2014-02-03,97.11200000000001,211.64600000000002,1097.25,248.48885714285714,2014,2,3,0
2014-02-04,134.38400000000001,97.11200000000001,426.67,206.73371428571429,2014,2,4,1
2014-02-06,330.512,134.38400000000001,3.928,253.38857142857142,2014,2,6,3
2014-02-07,180.32,330.512,240.5,244.79142857142855,2014,2,7,4
2014-02-08,14.56,180.32,290.666,205.3477142857143,2014,2,8,5
2014-02-11,2043.4,14.56,468.9,430.27628571428573,2014,2,11,1
2014-02-12,129.568,2043.4,211.64600000000002,418.5508571428572,2014,2,12,2
2014-02-14,576.726,129.568,97.11200000000001,487.06714285714287,2014,2,14,4
2014-02-15,21.36,576.726,134.38400000000001,470.9208571428572,2014,2,15,5
2014-02-16,9.04,21.36,330.512,424.99628571428576,2014,2,16,6
2014-02-17,54.208,9.04,180.32,406.98028571428574,2014,2,17,0
2014-02-18,37.784,54.208,14.56,410.29800000000006,2014,2,18,1
2014-02-20,95.59,37.784,2043.4,132.03942857142857,2014,2,20,3
2014-02-21,8.85,95.59,129.568,114.794,2014,2,21,4
2014-02-22,19.44,8.85,576.726,35.181714285714285,2014,2,22,5
2014-02-23,11.364,19.44,21.36,33.75371428571428,2014,2,23,6
2014-02-24,55.672,11.364,9.04,40.41542857142857,2014,2,24,0
2014-02-27,19.456,55.672,54.208,35.45085714285714,2014,2,27,3
2014-03-01,2203.151,19.456,37.784,344.78899999999993,2014,3,1,5
2014-03-02,202.384,2203.151,95.59,360.0452857142856,2014,3,2,6
2014-03-03,1345.8919999999998,202.384,8.85,551.0512857142857,2014,3,3,0
2014-03-04,370.452,1345.8919999999998,19.44,601.195857142857,2014,3,4,1
2014-03-05,705.562,370.452,11.364,700.367,2014,3,5,2
2014-03-07,1561.062,705.562,55.672,915.4227142857142,2014,3,7,4
2014-03-10,741.956,1561.062,19.456,1018.6369999999998,2014,3,10,0
2014-03-11,918.314,741.956,2203.151,835.088857142857,2014,3,11,1
2014-03-14,2108.55,918.314,202.384,1107.3982857142857,2014,3,14,4
2014-03-15,370.78200000000004,2108.55,1345.8919999999998,968.0968571428573,2014,3,15,5
2014-03-16,471.92,370.78200000000004,370.452,982.5922857142858,2014,3,16,6
2014-03-17,3960.358,471.92,705.562,1447.563142857143,2014,3,17,0
2014-03-18,28106.716,3960.358,1561.062,5239.799428571429,2014,3,18,1
2014-03-19,590.762,28106.716,741.956,5218.200285714286,2014,3,19,2
2014-03-21,4109.816,590.762,918.314,5674.129142857143,2014,3,21,4
2014-03-22,464.09299999999996,4109.816,2108.55,5439.206714285714,2014,3,22,5
2014-03-23,945.064,464.09299999999996,370.78200000000004,5521.247,2014,3,23,6
2014-03-24,65.38,945.064,471.92,5463.169857142858,2014,3,24,0
2014-03-25,459.146,65.38,3960.358,4962.996714285715,2014,3,25,1
2014-03-26,145.13,459.146,28106.716,968.4844285714286,2014,3,26,2
2014-03-28,1823.8039999999999,145.13,590.762,1144.6332857142856,2014,3,28,4
2014-03-29,890.841,1823.8039999999999,4109.816,684.7797142857142,2014,3,29,5
2014-03-30,1170.3220000000001,890.841,464.09299999999996,785.6695714285714,2014,3,30,6
2014-03-31,1959.552,1170.3220000000001,945.064,930.5964285714284,2014,3,31,0
2014-04-01,119.88799999999999,1959.552,65.38,938.3832857142855,2014,4,1,1
2014-04-02,1458.558,119.88799999999999,459.146,1081.1564285714285,2014,4,2,2
2014-04-03,233.45,1458.558,145.13,1093.7735714285714,2014,4,3,3
2014-04-04,475.844,233.45,1823.8039999999999,901.207857142857,2014,4,4,4
2014-04-05,5295.098000000001,475.844,890.841,1530.3874285714285,2014,4,5,5
2014-04-06,1650.69,5295.098000000001,1170.3220000000001,1599.0114285714285,2014,4,6,6
2014-04-07,1021.1700000000001,1650.69,1959.552,1464.9568571428572,2014,4,7,0
2014-04-08,1958.75,1021.1700000000001,119.88799999999999,1727.6514285714286,2014,4,8,1
2014-04-11,1915.24,1958.75,1458.558,1792.8917142857142,2014,4,11,4
2014-04-12,1912.123,1915.24,233.45,2032.702142857143,2014,4,12,5
2014-04-13,638.576,1912.123,475.844,2055.9495714285717,2014,4,13,6
2014-04-15,294.71999999999997,638.576,5295.098000000001,1341.609857142857,2014,4,15,1
2014-04-16,39.072,294.71999999999997,1650.69,1111.3787142857143,2014,4,16,2
2014-04-18,1020.532,39.072,1021.1700000000001,1111.2875714285715,2014,4,18,4
2014-04-19,205.47,1020.532,1958.75,860.8190000000001,2014,4,19,5
2014-04-20,1250.45,205.47,1915.24,765.849,2014,4,20,6
2014-04-21,845.36,1250.45,1912.123,613.4542857142858,2014,4,21,0
2014-04-22,257.752,845.36,638.576,559.0508571428571,2014,4,22,1
2014-04-23,643.98,257.752,294.71999999999997,608.9451428571429,2014,4,23,2
2014-04-25,2379.9939999999997,643.98,39.072,943.3625714285714,2014,4,25,4
2014-04-26,282.568,2379.9939999999997,1020.532,837.9391428571428,2014,4,26,5
2014-04-28,2578.476,282.568,205.47,1176.94,2014,4,28,0
2014-04-29,768.8439999999999,2578.476,1250.45,1108.1391428571428,2014,4,29,1
2014-04-30,1048.74,768.8439999999999,845.36,1137.1934285714285,2014,4,30,2
2014-05-02,506.12,1048.74,257.752,1172.6745714285714,2014,5,2,4
2014-05-03,72.632,506.12,643.98,1091.0534285714286,2014,5,3,5
2014-05-04,187.43200000000002,72.632,2379.9939999999997,777.8302857142857,2014,5,4,6
2014-05-05,260.977,187.43200000000002,282.568,774.7458571428571,2014,5,5,0
2014-05-06,254.456,260.977,2578.476,442.743,2014,5,6,1
2014-05-07,1091.35,254.456,768.8439999999999,488.8152857142856,2014,5,7,2
2014-05-08,1799.97,1091.35,1048.74,596.1338571428571,2014,5,8,3
2014-05-09,394.48,1799.97,506.12,580.1852857142857,2014,5,9,4
2014-05-10,2343.799,394.48,72.632,904.6377142857143,2014,5,10,5
2014-05-11,1642.802,2343.799,187.43200000000002,1112.5477142857142,2014,5,11,6
2014-05-12,734.846,1642.802,260.977,1180.2432857142855,2014,5,12,0
2014-05-13,898.382,734.846,254.456,1272.2327142857143,2014,5,13,1
2014-05-14,310.88,898.382,1091.35,1160.7369999999999,2014,5,14,2
2014-05-16,289.28,310.88,1799.97,944.9241428571429,2014,5,16,4
2014-05-17,91.68,289.28,394.48,901.667,2014,5,17,5
2014-05-18,948.9480000000001,91.68,2343.799,702.4025714285715,2014,5,18,6
2014-05-19,91.62,948.9480000000001,1642.802,480.8051428571429,2014,5,19,0
2014-05-20,320.10400000000004,91.62,734.846,421.5562857142857,2014,5,20,1
2014-05-21,4264.3279999999995,320.10400000000004,898.382,902.4057142857143,2014,5,21,2
2014-05-22,180.93,4264.3279999999995,310.88,883.8414285714287,2014,5,22,3
2014-05-23,323.75800000000004,180.93,289.28,888.7668571428572,2014,5,23,4
2014-05-24,116.28,323.75800000000004,91.68,892.2811428571429,2014,5,24,5
2014-05-25,119.53999999999999,116.28,948.9480000000001,773.7942857142856,2014,5,25,6
2014-05-26,1325.718,119.53999999999999,91.62,950.0939999999999,2014,5,26,0
2014-05-27,2157.394,1325.718,320.10400000000004,1212.564,2014,5,27,1
2014-05-28,221.96800000000002,2157.394,4264.3279999999995,635.084,2014,5,28,2
2014-05-30,1924.913,221.96800000000002,180.93,884.2244285714286,2014,5,30,4
2014-05-31,773.7,1924.913,323.75800000000004,948.5018571428571,2014,5,31,5
2014-06-01,5188.5199999999995,773.7,116.28,1673.1075714285714,2014,6,1,6
2014-06-02,738.598,5188.5199999999995,119.53999999999999,1761.5444285714282,2014,6,2,0
2014-06-03,741.336,738.598,1325.718,1678.0612857142858,2014,6,3,1
2014-06-04,456.272,741.336,2157.394,1435.043857142857,2014,6,4,2
2014-06-06,1374.0010000000002,456.272,221.96800000000002,1599.6199999999997,2014,6,6,4
2014-06-07,281.397,1374.0010000000002,1924.913,1364.832,2014,6,7,5
2014-06-08,2501.264,281.397,773.7,1611.626857142857,2014,6,8,6
2014-06-09,5463.008,2501.264,5188.5199999999995,1650.8394285714287,2014,6,9,0
2014-06-10,491.55,5463.008,738.598,1615.546857142857,2014,6,10,1
2014-06-13,14.52,491.55,741.336,1511.7160000000001,2014,6,13,4
2014-06-14,212.94,14.52,456.272,1476.9542857142858,2014,6,14,5
2014-06-15,942.9739999999999,212.94,1374.0010000000002,1415.3790000000001,2014,6,15,6
2014-06-16,763.792,942.9739999999999,281.397,1484.2925714285716,2014,6,16,0
2014-06-17,3418.5020000000004,763.792,2501.264,1615.3265714285715,2014,6,17,1
2014-06-18,139.8,3418.5020000000004,5463.008,854.8682857142858,2014,6,18,2
2014-06-20,1828.9496,139.8,491.55,1045.9253714285715,2014,6,20,4
2014-06-21,4107.443,1828.9496,14.52,1630.6286571428573,2014,6,21,5
2014-06-22,1975.498,4107.443,212.94,1882.4226571428571,2014,6,22,6
2014-06-23,109.49600000000001,1975.498,942.9739999999999,1763.3543714285715,2014,6,23,0
2014-06-24,4.272,109.49600000000001,763.792,1654.8515142857143,2014,6,24,1
2014-06-25,792.76,4.272,3418.5020000000004,1279.7455142857143,2014,6,25,2
2014-06-27,616.14,792.76,139.8,1347.7940857142858,2014,6,27,4
2014-06-28,1645.791,616.14,1828.9496,1321.6285714285714,2014,6,28,5
2014-06-29,46.68,1645.791,4107.443,741.5195714285713,2014,6,29,6
2014-06-30,739.624,46.68,1975.498,564.9661428571428,2014,6,30,0
2014-07-01,601.0239999999999,739.624,109.49600000000001,635.1844285714285,2014,7,1,1
2014-07-02,79.56,601.0239999999999,4.272,645.9398571428571,2014,7,2,2
2014-07-04,247.40800000000002,79.56,792.76,568.0324285714285,2014,7,4,4
2014-07-05,1444.104,247.40800000000002,616.14,686.313,2014,7,5,5
2014-07-06,1038.472,1444.104,1645.791,599.5531428571428,2014,7,6,6
2014-07-07,241.19400000000002,1038.472,46.68,627.3408571428571,2014,7,7,0
2014-07-08,763.0740000000001,241.19400000000002,739.624,630.690857142857,2014,7,8,1
2014-07-09,265.521,763.0740000000001,601.0239999999999,582.7618571428571,2014,7,9,2
2014-07-11,2187.206,265.521,79.56,883.8541428571428,2014,7,11,4
2014-07-12,1960.012,2187.206,247.40800000000002,1128.511857142857,2014,7,12,5
2014-07-13,351.216,1960.012,1444.104,972.3850000000001,2014,7,13,6
2014-07-14,292.594,351.216,1038.472,865.831,2014,7,14,0
2014-07-15,9.51,292.594,241.19400000000002,832.7332857142858,2014,7,15,1
2014-07-18,273.04,9.51,763.0740000000001,762.7284285714287,2014,7,18,4
2014-07-19,461.326,273.04,265.521,790.7005714285715,2014,7,19,5
2014-07-20,2285.786,461.326,2187.206,804.7834285714287,2014,7,20,6
2014-07-21,1961.482,2285.786,1960.012,804.9934285714286,2014,7,21,0
2014-07-22,1348.344,1961.482,351.216,947.4402857142858,2014,7,22,1
2014-07-23,2613.1839999999997,1348.344,292.594,1278.9531428571427,2014,7,23,2
2014-07-25,8341.289999999999,2613.1839999999997,9.51,2469.2074285714284,2014,7,25,4
2014-07-26,5039.994,8341.289999999999,273.04,3150.200857142857,2014,7,26,5
2014-07-27,580.06,5039.994,461.326,3167.162857142857,2014,7,27,6
2014-07-28,193.152,580.06,2285.786,2868.215142857143,2014,7,28,0
2014-07-30,1367.84,193.152,1961.482,2783.4091428571433,2014,7,30,2
2014-08-01,228.328,1367.84,1348.344,2623.406857142857,2014,8,1,4
2014-08-02,886.28,228.328,2613.1839999999997,2376.7062857142855,2014,8,2,5
2014-08-03,477.994,886.28,8341.289999999999,1253.3782857142858,2014,8,3,6
2014-08-04,2743.154,477.994,5039.994,925.258285714286,2014,8,4,0
2014-08-05,2408.7239999999997,2743.154,580.06,1186.4960000000003,2014,8,5,1
2014-08-06,262.89,2408.7239999999997,193.152,1196.4585714285718,2014,8,6,2
2014-08-08,3955.629,262.89,1367.84,1566.1427142857144,2014,8,8,4
2014-08-09,3605.6850000000004,3955.629,228.328,2048.622285714286,2014,8,9,5
2014-08-11,451.62,3605.6850000000004,886.28,1986.5280000000002,2014,8,11,0
2014-08-12,1832.38,451.62,477.994,2180.011714285715,2014,8,12,1
2014-08-15,842.7819999999999,1832.38,2743.154,1908.5300000000004,2014,8,15,4
2014-08-16,853.092,842.7819999999999,2408.7239999999997,1686.2968571428576,2014,8,16,5
2014-08-17,500.342,853.092,262.89,1720.2185714285715,2014,8,17,6
2014-08-19,1439.106,500.342,3955.629,1360.715285714286,2014,8,19,1
2014-08-20,1838.722,1439.106,3605.6850000000004,1108.2920000000001,2014,8,20,2
2014-08-22,23.104,1838.722,451.62,1047.0754285714288,2014,8,22,4
2014-08-23,565.224,23.104,1832.38,866.0531428571431,2014,8,23,5
2014-08-24,59.74,565.224,842.7819999999999,754.1900000000003,2014,8,24,6
2014-08-25,1451.6499999999999,59.74,853.092,839.6982857142859,2014,8,25,0
2014-08-26,366.81,1451.6499999999999,500.342,820.622285714286,2014,8,26,1
2014-08-27,2070.13,366.81,1439.106,910.7685714285716,2014,8,27,2
2014-08-29,832.3225,2070.13,1838.722,766.9972142857144,2014,8,29,4
2014-08-30,121.24,832.3225,23.104,781.016642857143,2014,8,30,5
2014-08-31,92.52,121.24,565.224,713.4875000000002,2014,8,31,6
2014-09-01,469.436,92.52,59.74,772.0155000000002,2014,9,1,0
2014-09-02,3254.15,469.436,1451.6499999999999,1029.5155000000002,2014,9,2,1
2014-09-03,22.08,3254.15,366.81,980.2683571428573,2014,9,3,2
2014-09-05,296.304,22.08,2070.13,726.864642857143,2014,9,5,4
2014-09-06,100.36,296.304,832.3225,622.2985714285717,2014,9,6,5
2014-09-07,3523.875,100.36,121.24,1108.389285714286,2014,9,7,6
2014-09-08,14228.428,3523.875,92.52,3127.8047142857145,2014,9,8,0
2014-09-09,4043.5879999999997,14228.428,469.436,3638.397857142857,2014,9,9,1
2014-09-10,1855.2279999999998,4043.5879999999997,3254.15,3438.5518571428574,2014,9,10,2
2014-09-11,127.95,1855.2279999999998,22.08,3453.676142857143,2014,9,11,3
2014-09-12,4904.66,127.95,296.304,4112.0127142857145,2014,9,12,4
2014-09-13,1275.408,4904.66,100.36,4279.876714285714,2014,9,13,5
2014-09-14,5023.716,1275.408,3523.875,4494.139714285714,2014,9,14,6
2014-09-15,133.436,5023.716,14228.428,2480.5694285714294,2014,9,15,0
2014-09-16,33.552,133.436,4043.5879999999997,1907.707142857143,2014,9,16,1
2014-09-17,820.523,33.552,1855.2279999999998,1759.8921428571432,2014,9,17,2
2014-09-19,9338.637,820.523,127.95,3075.7045714285714,2014,9,19,4
2014-09-20,5335.968000000001,9338.637,4904.66,3137.3200000000006,2014,9,20,5
2014-09-21,2679.652,5335.968000000001,1275.408,3337.926285714286,2014,9,21,6
2014-09-22,1240.266,2679.652,5023.716,2797.433428571429,2014,9,22,0
2014-09-23,10662.337000000001,1240.266,133.436,4301.562142857144,2014,9,23,1
2014-09-24,211.96,10662.337000000001,33.552,4327.049000000001,2014,9,24,2
2014-09-25,354.88880000000006,211.96,820.523,4260.52982857143,2014,9,25,3
2014-09-26,1480.614,354.88880000000006,9338.637,3137.955114285715,2014,9,26,4
2014-09-27,773.4399999999999,1480.614,5335.968000000001,2486.165400000001,2014,9,27,5
2014-09-28,490.29200000000003,773.4399999999999,2679.652,2173.399685714286,2014,9,28,6
2014-09-29,8109.07,490.29200000000003,1240.266,3154.6574000000005,2014,9,29,0
2014-09-30,987.532,8109.07,10662.337000000001,1772.5424000000003,2014,9,30,1
2014-10-01,4.71,987.532,211.96,1742.9352571428574,2014,10,1,2
2014-10-02,598.144,4.71,354.88880000000006,1777.6860000000001,2014,10,2,3
2014-10-03,862.683,598.144,1480.614,1689.4101428571432,2014,10,3,4
2014-10-04,728.7479999999999,862.683,773.4399999999999,1683.0255714285718,2014,10,4,5
2014-10-05,191.9,728.7479999999999,490.29200000000003,1640.398142857143,2014,10,5,6
2014-10-06,494.71,191.9,8109.07,552.6324285714288,2014,10,6,0
2014-10-07,237.35999999999999,494.71,987.532,445.4650000000002,2014,10,7,1
2014-10-08,147.392,237.35999999999999,4.71,465.8481428571431,2014,10,8,2
2014-10-09,249.35999999999999,147.392,598.144,416.0218571428574,2014,10,9,3
2014-10-10,2049.386,249.35999999999999,862.683,585.5508571428574,2014,10,10,4
2014-10-11,1381.164,2049.386,728.7479999999999,678.7531428571431,2014,10,11,5
2014-10-12,58.53,1381.164,191.9,659.700285714286,2014,10,12,6
2014-10-13,2212.182,58.53,494.71,905.0534285714288,2014,10,13,0
2014-10-14,4525.484,2212.182,237.35999999999999,1517.6425714285717,2014,10,14,1
2014-10-15,206.72400000000002,4525.484,147.392,1526.1185714285716,2014,10,15,2
2014-10-16,194.322,206.72400000000002,249.35999999999999,1518.256,2014,10,16,3
2014-10-17,136.068,194.322,2049.386,1244.9248571428575,2014,10,17,4
2014-10-18,3134.916,136.068,1381.164,1495.4608571428575,2014,10,18,5
2014-10-19,641.104,3134.916,58.53,1578.6857142857145,2014,10,19,6
2014-10-20,1501.104,641.104,2212.182,1477.103142857143,2014,10,20,0
2014-10-21,1356.602,1501.104,4525.484,1024.4057142857146,2014,10,21,1
2014-10-22,223.808,1356.602,206.72400000000002,1026.846285714286,2014,10,22,2
2014-10-24,56.49,223.808,194.322,1007.1560000000002,2014,10,24,4
2014-10-25,103.882,56.49,136.068,1002.5580000000002,2014,10,25,5
2014-10-26,447.88,103.882,3134.916,618.6957142857145,2014,10,26,6
2014-10-27,22.32,447.88,641.104,530.2980000000002,2014,10,27,0
2014-10-28,1510.5819999999999,22.32,1501.104,531.6520000000003,2014,10,28,1
2014-10-29,2813.8120000000004,1510.5819999999999,1356.602,739.8248571428575,2014,10,29,2
2014-10-31,5362.026,2813.8120000000004,223.808,1473.8560000000002,2014,10,31,4
2014-11-01,4732.08,5362.026,56.49,2141.797428571429,2014,11,1,5
2014-11-02,2126.37,4732.08,103.882,2430.724285714286,2014,11,2,6
2014-11-03,2784.163,2126.37,447.88,2764.4790000000003,2014,11,3,0
2014-11-04,6693.7480000000005,2784.163,22.32,3717.540142857143,2014,11,4,1
2014-11-05,1694.564,6693.7480000000005,1510.5819999999999,3743.823285714286,2014,11,5,2
2014-11-06,43.68,1694.564,2813.8120000000004,3348.090142857143,2014,11,6,3
2014-11-07,1449.142,43.68,5362.026,2789.1067142857146,2014,11,7,4
2014-11-08,333.576,1449.142,4732.08,2160.7490000000003,2014,11,8,5
2014-11-09,1574.094,333.576,2126.37,2081.8524285714293,2014,11,9,6
2014-11-10,2002.556,1574.094,2784.163,1970.1942857142863,2014,11,10,0
2014-11-11,8114.548,2002.556,6693.7480000000005,2173.1657142857143,2014,11,11,1
2014-11-12,1054.7612,8114.548,1694.564,2081.765314285715,2014,11,12,2
2014-11-14,1034.73,1054.7612,43.68,2223.343885714286,2014,11,14,4
2014-11-15,1780.822,1034.73,1449.142,2270.726742857143,2014,11,15,5
2014-11-16,1355.9285,1780.822,333.576,2416.7771000000002,2014,11,16,6
2014-11-17,11544.274,1355.9285,1574.094,3841.088528571429,2014,11,17,0
2014-11-18,3406.855,11544.274,2002.556,4041.7026714285716,2014,11,18,1
2014-11-19,7226.086,3406.855,8114.548,3914.7795285714287,2014,11,19,2
2014-11-20,907.5600000000001,7226.086,1054.7612,3893.750785714286,2014,11,20,3
2014-11-21,1249.622,907.5600000000001,1034.73,3924.4496428571433,2014,11,21,4
2014-11-22,1103.298,1249.622,1780.822,3827.6605000000004,2014,11,22,5
2014-11-23,1363.28,1103.298,1355.9285,3828.7107142857153,2014,11,23,6
2014-11-24,5578.606,1363.28,11544.274,2976.4724285714287,2014,11,24,0
2014-11-25,4415.695,5578.606,3406.855,3120.592428571429,2014,11,25,1
2014-11-26,1705.99,4415.695,7226.086,2332.007285714286,2014,11,26,2
2014-11-27,203.66,1705.99,907.5600000000001,2231.450142857143,2014,11,27,3
2014-11-28,2280.83,203.66,1249.622,2378.7655714285715,2014,11,28,4
2014-11-29,649.044,2280.83,1103.298,2313.872142857143,2014,11,29,5
2014-11-30,219.154,649.044,1363.28,2150.4255714285714,2014,11,30,6
2014-12-01,5624.39,219.154,5578.606,2156.966142857143,2014,12,1,0
2014-12-02,1771.808,5624.39,4415.695,1779.2680000000003,2014,12,2,1
2014-12-03,505.88,1771.808,1705.99,1607.8237142857145,2014,12,3,2
2014-12-04,129.98,505.88,203.66,1597.2980000000005,2014,12,4,3
2014-12-05,2963.642,129.98,2280.83,1694.8425714285718,2014,12,5,4
2014-12-06,1970.978,2963.642,649.044,1883.6902857142861,2014,12,6,5
2014-12-07,548.4,1970.978,219.154,1930.7254285714287,2014,12,7,6
2014-12-08,1095.12,548.4,5624.39,1283.6868571428572,2014,12,8,0
2014-12-09,1522.652,1095.12,1771.808,1248.0931428571432,2014,12,9,1
2014-12-10,573.336,1522.652,505.88,1257.7297142857146,2014,12,10,2
2014-12-12,4938.4045,573.336,129.98,1944.6475000000003,2014,12,12,4
2014-12-13,293.152,4938.4045,2963.642,1563.1489285714288,2014,12,13,5
2014-12-14,7641.658,293.152,1970.978,2373.246071428572,2014,12,14,6
2014-12-15,1264.466,7641.658,548.4,2475.5412142857144,2014,12,15,0
2014-12-16,4394.187,1264.466,1095.12,2946.8365000000003,2014,12,16,1
2014-12-17,45.534,4394.187,1522.652,2735.819642857143,2014,12,17,2
2014-12-19,3436.7599999999998,45.534,573.336,3144.8802142857144,2014,12,19,4
2014-12-20,6962.4400000000005,3436.7599999999998,4938.4045,3434.0281428571434,2014,12,20,5
2014-12-21,1933.44,6962.4400000000005,293.152,3668.355,2014,12,21,6
2014-12-22,798.968,1933.44,7641.658,2690.8278571428573,2014,12,22,0
2014-12-23,942.108,798.968,1264.466,2644.7767142857147,2014,12,23,1
2014-12-24,1950.202,942.108,4394.187,2295.636,2014,12,24,2
2014-12-26,2041.414,1950.202,45.534,2580.761714285715,2014,12,26,4
2014-12-27,2966.388,2041.414,3436.7599999999998,2513.565714285715,2014,12,27,5
2014-12-28,3732.2960000000003,2966.388,6962.4400000000005,2052.1165714285717,2014,12,28,6
2014-12-29,2072.096,3732.2960000000003,1933.44,2071.9245714285717,2014,12,29,0
2014-12-30,2172.6510000000003,2072.096,798.968,2268.1650000000004,2014,12,30,1
2014-12-31,5253.2699999999995,2172.6510000000003,942.108,2884.045285714286,2014,12,31,2
2015-01-02,1932.096,5253.2699999999995,1950.202,2881.458714285714,2015,1,2,4
2015-01-03,1768.2215999999999,1932.096,2041.414,2842.4312285714286,2015,1,3,5
2015-01-04,264.46000000000004,1768.2215999999999,2966.388,2456.441514285714,2015,1,4,6
2015-01-05,295.272,264.46000000000004,3732.2960000000003,1965.438085714286,2015,1,5,0
2015-01-06,31.538,295.272,2072.096,1673.9298000000001,2015,1,6,1
2015-01-09,364.07,31.538,2172.6510000000003,1415.5610857142858,2015,1,9,4
2015-01-10,1018.104,364.07,5253.2699999999995,810.5373714285716,2015,1,10,5
2015-01-12,854.614,1018.104,1932.096,656.6113714285717,2015,1,12,0
2015-01-13,622.278,854.614,1768.2215999999999,492.9051428571432,2015,1,13,1
2015-01-17,350.384,622.278,264.46000000000004,505.1800000000003,2015,1,17,5
2015-01-19,301.742,350.384,295.272,506.104285714286,2015,1,19,0
2015-01-23,43.66,301.742,31.538,507.8360000000003,2015,1,23,4
2015-01-24,13.12,43.66,364.07,457.700285714286,2015,1,24,5
2015-01-26,182.72,13.12,1018.104,338.3597142857146,2015,1,26,0
